customer_id,age,gender,marital_status,education,annual_income,annual_purchases,avg_purchase_amount,online_purchase_ratio,last_purchase_date,loyalty_score,return_rate,avg_visit_duration,monthly_visits,conversion_rate,ad_click_rate
CUST_01916,25,Female,Married,High School,939,8,2709,0.29,2025-01-21 15:23:19.628568,100,0.0,20,9,22.2,11.1
CUST_01917,27,Female,Married,Bachelors,204,14,1996,0.6,2025-01-14 15:23:19.628568,100,0.0,16,5,0.0,100.0
CUST_01918,32,Male,Single,Masters,327,8,562,0.49,2025-01-26 15:23:19.628568,100,12.5,7,10,20.0,20.0
CUST_01919,29,Female,Married,Bachelors,658,14,1329,0.55,2025-01-24 15:23:19.628568,100,0.0,16,6,66.7,0.0
CUST_01920,18,Female,Married,Bachelors,290,7,664,0.54,2025-01-29 15:23:19.628568,100,42.9,15,7,28.6,42.9
CUST_01921,43,Female,Single,High School,548,10,627,0.62,2025-01-24 15:23:19.628568,100,10.0,12,13,30.8,15.4
CUST_01922,22,Female,Single,Bachelors,724,13,3773,0.46,2025-01-24 15:23:19.628568,100,7.7,18,6,16.7,16.7
CUST_01923,37,Female,Single,High School,377,10,755,0.42,2025-01-20 15:23:19.628568,100,20.0,12,9,33.3,22.2
CUST_01924,59,Female,Married,Bachelors,514,7,459,0.23,2025-01-25 15:23:19.628568,100,28.6,12,8,12.5,0.0
CUST_01925,23,Female,Married,Bachelors,830,13,1912,0.51,2025-01-19 15:23:19.628568,100,7.7,17,11,0.0,54.5
CUST_01926,18,Female,Married,High School,683,8,4347,0.67,2025-01-18 15:23:19.628568,99,12.5,15,5,80.0,20.0
CUST_01927,31,Female,Married,PhD,1166,8,1297,0.5,2025-01-18 15:23:19.628568,99,0.0,17,8,0.0,37.5
CUST_01928,48,Female,Married,High School,358,10,1417,0.56,2025-01-18 15:23:19.628568,100,10.0,10,6,33.3,33.3
CUST_01929,58,Female,Married,Masters,331,9,1464,0.63,2025-01-11 15:23:19.628568,97,0.0,18,10,20.0,20.0
CUST_01930,20,Female,Married,High School,1054,12,3276,0.64,2025-01-20 15:23:19.628568,100,8.3,11,4,25.0,100.0
CUST_01931,40,Male,Married,Masters,660,10,1063,0.61,2025-01-26 15:23:19.628568,100,10.0,11,7,28.6,100.0
CUST_01932,29,Female,Married,Bachelors,481,12,1508,0.54,2025-01-23 15:23:19.628568,100,0.0,9,6,16.7,83.3
CUST_01933,33,Female,Single,Masters,407,13,783,0.41,2025-01-21 15:23:19.628568,100,0.0,8,7,28.6,57.1
CUST_01934,66,Female,Single,Masters,820,17,1387,0.59,2025-01-17 15:23:19.628568,100,0.0,12,4,25.0,0.0
CUST_01935,18,Male,Married,Bachelors,450,10,2518,0.76,2025-01-23 15:23:19.628568,100,10.0,17,4,25.0,25.0
CUST_01936,38,Male,Married,Bachelors,806,10,1513,0.72,2025-01-20 15:23:19.628568,100,20.0,11,11,0.0,9.1
CUST_01937,40,Male,Single,Bachelors,1028,16,3463,0.44,2025-01-27 15:23:19.628568,100,6.2,7,6,50.0,50.0
CUST_01938,48,Male,Married,Masters,575,17,1949,0.42,2025-01-26 15:23:19.628568,100,11.8,14,2,0.0,100.0
CUST_01939,36,Female,Married,Bachelors,276,7,2995,0.58,2025-01-15 15:23:19.628568,95,14.3,20,9,22.2,22.2
CUST_01940,38,Female,Married,Bachelors,725,11,732,0.62,2025-01-29 15:23:19.628568,100,9.1,14,7,28.6,28.6
CUST_01941,30,Female,Single,High School,949,11,798,0.38,2025-01-23 15:23:19.628568,100,18.2,12,16,6.2,6.2
CUST_01942,38,Male,Married,Masters,994,5,1901,0.43,2025-01-28 15:23:19.628568,98,0.0,9,11,9.1,18.2
CUST_01943,30,Female,Married,High School,592,11,934,0.39,2025-01-25 15:23:19.628568,100,9.1,12,13,7.7,38.5
CUST_01944,42,Male,Married,High School,231,9,1987,0.59,2025-01-16 15:23:19.628568,100,22.2,17,9,22.2,11.1
CUST_01945,30,Male,Married,High School,435,11,2062,0.79,2025-01-29 15:23:19.628568,100,27.3,16,13,53.8,30.8
CUST_01946,39,Male,Married,Masters,425,9,3784,0.4,2025-01-15 15:23:19.628568,99,0.0,18,5,20.0,40.0
CUST_01947,34,Female,Married,Bachelors,836,11,593,0.49,2025-01-14 15:23:19.628568,100,9.1,12,7,14.3,57.1
CUST_01948,48,Female,Married,High School,670,13,785,0.67,2025-01-20 15:23:19.628568,100,0.0,19,4,75.0,25.0
CUST_01949,34,Female,Married,Bachelors,855,11,2382,0.53,2025-01-23 15:23:19.628568,100,18.2,14,4,25.0,75.0
CUST_01950,18,Female,Single,High School,388,10,934,0.35,2025-01-29 15:23:19.628568,100,0.0,13,6,16.7,83.3
CUST_01951,50,Male,Single,Bachelors,607,10,4915,0.39,2025-01-23 15:23:19.628568,100,0.0,14,10,10.0,30.0
CUST_01952,24,Female,Single,Masters,173,11,3656,0.51,2025-01-20 15:23:19.628568,100,9.1,21,16,12.5,25.0
CUST_01953,27,Female,Married,High School,444,17,1263,0.59,2025-01-17 15:23:19.628568,100,0.0,16,9,0.0,44.4
CUST_01954,27,Female,Single,High School,260,8,4169,0.45,2025-01-16 15:23:19.628568,98,12.5,12,11,18.2,45.5
CUST_01955,51,Male,Single,High School,1302,7,2792,0.54,2025-01-22 15:23:19.628568,99,28.6,8,12,58.3,25.0
CUST_01956,18,Male,Married,Bachelors,689,8,4600,0.64,2025-01-25 15:23:19.628568,100,0.0,12,4,25.0,100.0
CUST_01957,72,Female,Married,High School,675,15,936,0.33,2025-01-14 15:23:19.628568,100,6.7,14,9,22.2,0.0
CUST_01958,47,Female,Married,Masters,295,17,1124,0.42,2025-01-13 15:23:19.628568,100,0.0,13,4,0.0,50.0
CUST_01959,37,Male,Married,Masters,511,9,1197,0.35,2025-01-22 15:23:19.628568,100,22.2,10,4,25.0,75.0
CUST_01960,34,Male,Single,High School,759,12,1455,0.23,2025-01-14 15:23:19.628568,100,16.7,12,10,20.0,50.0
CUST_01961,38,Female,Married,High School,353,16,2320,0.49,2025-01-14 15:23:19.628568,100,12.5,16,5,0.0,60.0
CUST_01962,41,Male,Single,Bachelors,434,9,3588,0.58,2025-01-22 15:23:19.628568,100,0.0,10,6,16.7,50.0
CUST_01963,42,Male,Married,Masters,949,7,890,0.35,2025-01-22 15:23:19.628568,99,28.6,17,13,15.4,15.4
CUST_01964,41,Male,Single,PhD,319,15,1368,0.59,2025-01-24 15:23:19.628568,100,13.3,11,7,28.6,14.3
CUST_01965,36,Male,Single,Bachelors,439,13,1738,0.44,2025-01-19 15:23:19.628568,100,0.0,25,7,0.0,42.9
CUST_01966,32,Male,Single,PhD,362,15,888,0.51,2025-01-19 15:23:19.628568,100,0.0,15,11,27.3,72.7
CUST_01967,33,Male,Married,High School,646,12,3258,0.26,2025-01-25 15:23:19.628568,100,8.3,24,6,33.3,33.3
CUST_01968,32,Male,Married,High School,804,12,272,0.47,2025-01-17 15:23:19.628568,100,16.7,9,11,0.0,27.3
CUST_01969,48,Female,Single,Masters,1218,13,3972,0.42,2025-01-23 15:23:19.628568,100,7.7,13,7,42.9,42.9
CUST_01970,42,Male,Married,Bachelors,665,8,299,0.59,2025-01-26 15:23:19.628568,100,0.0,13,10,10.0,50.0
CUST_01971,18,Female,Married,High School,1018,9,4706,0.47,2025-01-16 15:23:19.628568,100,0.0,18,7,57.1,42.9
CUST_01972,42,Female,Married,High School,655,12,2251,0.55,2025-01-27 15:23:19.628568,100,8.3,14,5,40.0,60.0
CUST_01973,37,Female,Married,High School,275,9,3408,0.58,2025-01-26 15:23:19.628568,100,11.1,7,6,33.3,50.0
CUST_01974,34,Female,Single,Bachelors,556,13,1895,0.46,2025-01-29 15:23:19.628568,100,0.0,18,8,12.5,50.0
CUST_01975,30,Female,Single,Masters,561,15,1072,0.4,2025-01-29 15:23:19.628568,100,6.7,13,7,42.9,14.3
CUST_01976,48,Female,Single,Bachelors,930,14,1334,0.59,2025-01-19 15:23:19.628568,100,0.0,7,3,33.3,66.7
CUST_01977,46,Male,Married,PhD,520,13,1326,0.36,2025-01-23 15:23:19.628568,100,23.1,20,4,25.0,100.0
CUST_01978,25,Male,Single,Bachelors,453,10,3613,0.44,2025-01-20 15:23:19.628568,100,0.0,14,11,9.1,18.2
CUST_01979,39,Female,Single,High School,356,13,1004,0.49,2025-01-14 15:23:19.628568,100,0.0,13,3,100.0,100.0
CUST_01980,23,Female,Married,PhD,479,25,2118,0.36,2025-01-19 15:23:19.628568,100,4.0,23,8,25.0,50.0
CUST_01981,18,Male,Single,Bachelors,522,7,1465,0.67,2025-01-15 15:23:19.628568,95,14.3,18,8,25.0,37.5
CUST_01982,27,Male,Married,Bachelors,735,9,819,0.46,2025-01-27 15:23:19.628568,100,22.2,14,7,42.9,85.7
CUST_01983,45,Female,Married,High School,363,13,3469,0.65,2025-01-30 15:23:19.628568,100,30.8,19,4,100.0,25.0
CUST_01984,46,Female,Married,High School,1759,9,960,0.19,2025-01-25 15:23:19.628568,100,11.1,18,11,18.2,45.5
CUST_01985,41,Female,Married,PhD,347,11,792,0.68,2025-01-26 15:23:19.628568,100,0.0,10,10,20.0,20.0
CUST_01986,43,Male,Single,Bachelors,288,11,1816,0.32,2025-01-24 15:23:19.628568,100,0.0,13,8,25.0,50.0
CUST_01987,41,Male,Married,Bachelors,704,17,2507,0.39,2025-01-15 15:23:19.628568,100,0.0,9,2,0.0,100.0
CUST_01988,27,Male,Married,Masters,288,12,822,0.4,2025-01-20 15:23:19.628568,100,16.7,14,7,57.1,100.0
CUST_01989,40,Female,Married,PhD,553,16,3042,0.56,2025-01-23 15:23:19.628568,100,6.2,14,14,21.4,28.6
CUST_01990,44,Male,Married,High School,386,20,967,0.32,2025-01-12 15:23:19.628568,100,5.0,13,11,36.4,36.4
CUST_01991,44,Female,Married,PhD,756,13,554,0.61,2025-01-16 15:23:19.628568,100,7.7,8,5,0.0,60.0
CUST_01992,49,Female,Single,High School,589,13,957,0.32,2025-01-19 15:23:19.628568,100,0.0,14,8,12.5,25.0
CUST_01993,43,Male,Single,Masters,966,10,1093,0.39,2025-01-17 15:23:19.628568,100,0.0,22,9,44.4,55.6
CUST_01994,39,Male,Married,PhD,674,14,2936,0.58,2025-01-30 15:23:19.628568,100,7.1,12,8,25.0,50.0
CUST_01995,47,Male,Single,Bachelors,559,11,2557,0.63,2025-01-14 15:23:19.628568,100,36.4,12,13,7.7,23.1
CUST_01996,34,Female,Married,Bachelors,604,15,1046,0.43,2025-01-17 15:23:19.628568,100,6.7,14,10,40.0,30.0
CUST_01997,24,Male,Married,Bachelors,336,5,875,0.44,2025-01-25 15:23:19.628568,96,20.0,16,7,14.3,85.7
CUST_01998,33,Female,Married,Bachelors,384,18,1687,0.75,2025-01-24 15:23:19.628568,100,16.7,20,8,25.0,37.5
CUST_01999,26,Male,Married,High School,609,8,1741,0.54,2025-01-14 15:23:19.628568,97,0.0,18,7,42.9,71.4
CUST_02000,26,Female,Married,High School,735,15,1593,0.5,2025-01-27 15:23:19.628568,100,0.0,17,2,0.0,50.0
CUST_02001,33,Male,Married,Masters,464,13,857,0.44,2025-01-29 15:23:19.628568,100,0.0,12,6,16.7,100.0
CUST_02002,25,Female,Married,Bachelors,490,13,4665,0.39,2025-01-23 15:23:19.628568,100,15.4,20,9,11.1,22.2
CUST_02003,31,Male,Married,Bachelors,448,8,1955,0.69,2025-01-19 15:23:19.628568,99,0.0,14,6,66.7,16.7
CUST_02004,18,Female,Married,Bachelors,659,11,3595,0.31,2025-01-16 15:23:19.628568,100,9.1,17,3,100.0,33.3
CUST_02005,37,Male,Married,Masters,547,9,1946,0.33,2025-01-21 15:23:19.628568,100,11.1,12,2,100.0,100.0
CUST_02006,35,Male,Single,Bachelors,744,18,1474,0.28,2025-01-26 15:23:19.628568,100,5.6,20,11,18.2,9.1
CUST_02007,25,Male,Married,High School,400,19,1522,0.73,2025-01-15 15:23:19.628568,100,0.0,7,11,18.2,45.5
CUST_02008,42,Male,Married,Bachelors,531,16,2274,0.59,2025-01-28 15:23:19.628568,100,0.0,11,7,42.9,71.4
CUST_02009,46,Female,Married,Masters,1162,14,1821,0.49,2025-01-27 15:23:19.628568,100,14.3,17,8,25.0,25.0
CUST_02010,18,Male,Married,Masters,1511,15,2489,0.65,2025-01-14 15:23:19.628568,100,0.0,14,2,100.0,100.0
CUST_02011,25,Female,Married,PhD,485,4,490,0.63,2025-01-26 15:23:19.628568,95,25.0,11,12,8.3,8.3
CUST_02012,25,Male,Single,Bachelors,1054,11,968,0.67,2025-01-13 15:23:19.628568,100,9.1,13,7,85.7,57.1
CUST_02013,23,Male,Single,PhD,1029,14,760,0.61,2025-01-30 15:23:19.628568,100,7.1,7,8,37.5,37.5
CUST_02014,44,Male,Married,Bachelors,822,6,1658,0.21,2025-01-24 15:23:19.628568,98,16.7,16,14,7.1,28.6
CUST_02015,32,Male,Married,High School,224,20,3282,0.32,2025-01-25 15:23:19.628568,100,5.0,11,12,8.3,16.7
CUST_02016,31,Female,Single,Bachelors,268,11,2426,0.81,2025-01-22 15:23:19.628568,100,9.1,13,6,16.7,50.0
CUST_02017,18,Female,Married,Masters,423,20,648,0.36,2025-01-27 15:23:19.628568,100,10.0,17,10,30.0,20.0
CUST_02018,42,Male,Single,Masters,425,10,3679,0.64,2025-01-23 15:23:19.628568,100,30.0,10,6,0.0,33.3
CUST_02019,20,Female,Married,Bachelors,345,13,959,0.17,2025-01-30 15:23:19.628568,100,0.0,16,5,0.0,60.0
CUST_02020,35,Female,Married,High School,720,9,1696,0.31,2025-01-20 15:23:19.628568,100,0.0,12,7,14.3,71.4
CUST_02021,38,Male,Married,Bachelors,741,18,1155,0.69,2025-01-24 15:23:19.628568,100,11.1,15,9,33.3,44.4
CUST_02022,51,Male,Single,PhD,1337,7,1361,0.34,2025-01-23 15:23:19.628568,99,14.3,14,9,22.2,22.2
CUST_02023,19,Female,Married,High School,403,8,1235,0.6,2025-01-22 15:23:19.628568,100,12.5,12,8,12.5,75.0
CUST_02024,18,Female,Married,Masters,394,8,1727,0.39,2025-01-22 15:23:19.628568,100,25.0,14,10,60.0,30.0
CUST_02025,37,Male,Married,High School,599,12,557,0.56,2025-01-14 15:23:19.628568,100,8.3,10,10,20.0,20.0
CUST_02026,56,Male,Married,PhD,286,15,553,0.41,2025-01-29 15:23:19.628568,100,6.7,18,5,40.0,80.0
CUST_02027,49,Male,Married,Bachelors,1390,10,2444,0.72,2025-01-21 15:23:19.628568,100,0.0,20,8,50.0,12.5
CUST_02028,37,Male,Single,High School,456,7,3327,0.51,2025-01-18 15:23:19.628568,97,28.6,11,6,50.0,83.3
CUST_02029,29,Male,Single,High School,524,9,943,0.61,2025-01-24 15:23:19.628568,100,11.1,14,7,28.6,71.4
CUST_02030,44,Male,Married,PhD,584,7,1610,0.65,2025-01-25 15:23:19.628568,100,28.6,13,8,12.5,37.5
CUST_02031,23,Male,Single,Bachelors,507,12,2707,0.32,2025-01-20 15:23:19.628568,100,8.3,13,5,60.0,80.0
CUST_02032,40,Male,Single,Bachelors,475,12,973,0.31,2025-01-25 15:23:19.628568,100,25.0,20,10,20.0,40.0
CUST_02033,41,Male,Married,High School,1772,16,3430,0.56,2025-01-23 15:23:19.628568,100,6.2,10,7,14.3,28.6
CUST_02034,47,Male,Married,High School,570,13,2656,0.31,2025-02-03 15:23:19.628568,100,15.4,14,7,28.6,42.9
CUST_02035,68,Female,Married,Bachelors,694,8,1147,0.7,2025-01-23 15:23:19.628568,100,12.5,17,6,50.0,16.7
CUST_02036,39,Female,Single,Masters,426,15,1459,0.44,2025-01-23 15:23:19.628568,100,0.0,16,9,11.1,0.0
CUST_02037,28,Female,Married,Masters,742,15,3253,0.36,2025-01-22 15:23:19.628568,100,6.7,20,8,25.0,25.0
CUST_02038,34,Male,Single,Bachelors,554,11,583,0.61,2025-01-30 15:23:19.628568,100,0.0,13,10,40.0,20.0
CUST_02039,18,Female,Married,Bachelors,618,12,714,0.48,2025-01-31 15:23:19.628568,100,0.0,16,7,14.3,42.9
CUST_02040,26,Male,Single,Bachelors,693,4,2933,0.64,2025-01-14 15:23:19.628568,89,25.0,8,4,0.0,100.0
CUST_02041,30,Male,Married,Bachelors,848,11,647,0.45,2025-01-21 15:23:19.628568,100,9.1,13,12,8.3,8.3
CUST_02042,28,Male,Married,High School,774,11,1397,0.31,2025-01-20 15:23:19.628568,100,9.1,12,13,38.5,30.8
CUST_02043,36,Female,Married,PhD,539,12,1784,0.54,2025-01-12 15:23:19.628568,100,8.3,14,3,100.0,100.0
CUST_02044,25,Male,Single,Bachelors,547,20,957,0.61,2025-01-24 15:23:19.628568,100,0.0,21,7,14.3,28.6
CUST_02045,48,Male,Married,High School,313,9,653,0.49,2025-01-18 15:23:19.628568,100,11.1,16,8,37.5,0.0
CUST_02046,35,Female,Married,PhD,500,16,2938,0.54,2025-01-25 15:23:19.628568,100,0.0,19,9,11.1,44.4
CUST_02047,34,Male,Single,PhD,576,10,613,0.61,2025-01-14 15:23:19.628568,100,20.0,13,5,20.0,60.0
CUST_02048,31,Female,Married,PhD,863,9,1428,0.46,2025-01-24 15:23:19.628568,100,11.1,17,7,0.0,57.1
CUST_02049,36,Female,Single,Masters,167,13,1687,0.69,2025-01-19 15:23:19.628568,100,0.0,13,14,14.3,7.1
CUST_02050,44,Male,Married,High School,637,10,5164,0.57,2025-01-25 15:23:19.628568,100,10.0,13,7,42.9,28.6
CUST_02051,24,Female,Single,PhD,370,9,1130,0.75,2025-01-28 15:23:19.628568,100,0.0,12,12,16.7,25.0
CUST_02052,27,Female,Single,Masters,804,13,2070,0.48,2025-01-17 15:23:19.628568,100,7.7,14,8,25.0,37.5
CUST_02053,31,Male,Married,Bachelors,1061,12,2259,0.44,2025-02-03 15:23:19.628568,100,16.7,6,10,60.0,10.0
CUST_02054,18,Male,Single,PhD,532,15,1488,0.45,2025-01-17 15:23:19.628568,100,13.3,18,8,25.0,25.0
CUST_02055,25,Male,Single,Bachelors,1118,13,1727,0.48,2025-01-15 15:23:19.628568,100,0.0,17,12,16.7,25.0
CUST_02056,29,Male,Married,PhD,842,15,1461,0.62,2025-01-21 15:23:19.628568,100,6.7,18,8,25.0,25.0
CUST_02057,45,Female,Single,Bachelors,585,7,1532,0.37,2025-01-20 15:23:19.628568,98,0.0,18,7,28.6,57.1
CUST_02058,38,Male,Married,Bachelors,244,7,3632,0.66,2025-01-27 15:23:19.628568,100,14.3,15,6,16.7,50.0
CUST_02059,37,Female,Married,Bachelors,661,6,382,0.39,2025-01-26 15:23:19.628568,99,0.0,18,12,8.3,33.3
CUST_02060,45,Male,Married,Masters,360,14,758,0.66,2025-01-20 15:23:19.628568,100,7.1,15,7,28.6,57.1
CUST_02061,33,Female,Married,Bachelors,130,16,1506,0.54,2025-01-28 15:23:19.628568,100,6.2,15,6,0.0,50.0
CUST_02062,39,Male,Married,PhD,315,18,974,0.59,2025-01-22 15:23:19.628568,100,0.0,20,11,9.1,45.5
CUST_02063,33,Female,Married,High School,1071,10,1349,0.58,2025-01-30 15:23:19.628568,100,20.0,12,7,42.9,57.1
CUST_02064,38,Male,Single,PhD,582,11,869,0.4,2025-01-22 15:23:19.628568,100,0.0,10,10,10.0,30.0
CUST_02065,28,Female,Single,Bachelors,1008,8,1167,0.65,2025-01-22 15:23:19.628568,100,12.5,11,7,28.6,28.6
CUST_02066,18,Male,Married,PhD,1199,18,1145,0.46,2025-01-30 15:23:19.628568,100,11.1,13,6,50.0,83.3
CUST_02067,33,Female,Married,Bachelors,627,13,1637,0.49,2025-01-24 15:23:19.628568,100,7.7,16,12,33.3,25.0
CUST_02068,52,Male,Single,Masters,409,16,887,0.61,2025-02-02 15:23:19.628568,100,6.2,10,9,33.3,22.2
CUST_02069,46,Male,Married,Bachelors,322,13,985,0.34,2025-01-23 15:23:19.628568,100,15.4,12,6,0.0,33.3
CUST_02070,46,Male,Single,Masters,529,10,1448,0.61,2025-01-30 15:23:19.628568,100,0.0,18,6,50.0,16.7
CUST_02071,49,Male,Married,Bachelors,349,9,1707,0.54,2025-01-26 15:23:19.628568,100,22.2,12,7,28.6,42.9
CUST_02072,36,Male,Married,PhD,309,9,1965,0.64,2025-01-24 15:23:19.628568,100,22.2,15,11,27.3,36.4
CUST_02073,37,Female,Married,PhD,395,11,1512,0.62,2025-01-17 15:23:19.628568,100,9.1,15,7,42.9,57.1
CUST_02074,27,Female,Single,Bachelors,477,13,1344,0.51,2025-01-26 15:23:19.628568,100,0.0,12,9,0.0,22.2
CUST_02075,31,Female,Married,Bachelors,484,7,1581,0.5,2025-01-28 15:23:19.628568,100,0.0,18,8,37.5,50.0
CUST_02076,42,Male,Single,Bachelors,522,16,820,0.4,2025-01-13 15:23:19.628568,100,0.0,13,4,100.0,100.0
CUST_02077,49,Male,Married,High School,675,14,1960,0.58,2025-01-14 15:23:19.628568,100,7.1,16,5,20.0,40.0
CUST_02078,33,Female,Married,Bachelors,498,9,1069,0.47,2025-01-24 15:23:19.628568,100,11.1,12,8,25.0,50.0
CUST_02079,29,Male,Married,Masters,795,15,2472,0.41,2025-01-22 15:23:19.628568,100,6.7,18,10,20.0,10.0
CUST_02080,35,Female,Single,Bachelors,780,9,1576,0.29,2025-01-30 15:23:19.628568,100,22.2,17,7,14.3,14.3
CUST_02081,42,Male,Married,Masters,899,9,657,0.56,2025-01-30 15:23:19.628568,100,11.1,16,10,50.0,30.0
CUST_02082,18,Female,Married,Bachelors,514,18,500,0.52,2025-01-09 15:23:19.628568,100,5.6,16,8,0.0,62.5
CUST_02083,18,Female,Married,High School,293,13,1350,0.6,2025-01-27 15:23:19.628568,100,0.0,16,13,7.7,15.4
CUST_02084,28,Female,Single,Bachelors,484,7,1090,0.48,2025-01-25 15:23:19.628568,100,14.3,14,5,0.0,80.0
CUST_02085,20,Male,Single,Masters,336,15,3928,0.23,2025-01-13 15:23:19.628568,100,13.3,19,7,28.6,42.9
CUST_02086,28,Female,Married,Bachelors,813,11,2525,0.27,2025-01-23 15:23:19.628568,100,9.1,12,5,0.0,40.0
CUST_02087,33,Female,Married,Bachelors,260,9,592,0.5,2025-01-22 15:23:19.628568,100,33.3,27,6,16.7,33.3
CUST_02088,29,Male,Married,Masters,647,10,1723,0.72,2025-01-24 15:23:19.628568,100,30.0,19,11,9.1,18.2
CUST_02089,52,Male,Married,High School,603,14,846,0.49,2025-01-19 15:23:19.628568,100,7.1,18,6,33.3,100.0
CUST_02090,38,Male,Married,High School,787,10,2199,0.27,2025-01-23 15:23:19.628568,100,0.0,18,6,50.0,50.0
CUST_02091,38,Female,Married,High School,625,10,2835,0.57,2025-01-30 15:23:19.628568,100,0.0,15,6,0.0,33.3
CUST_02092,42,Male,Single,High School,533,7,477,0.68,2025-01-26 15:23:19.628568,100,0.0,21,11,18.2,27.3
CUST_02093,21,Male,Married,Masters,316,15,1739,0.76,2025-01-22 15:23:19.628568,100,13.3,20,5,20.0,40.0
CUST_02094,47,Male,Married,Bachelors,1281,15,582,0.51,2025-01-20 15:23:19.628568,100,20.0,13,10,10.0,50.0
CUST_02095,34,Male,Married,High School,532,10,529,0.44,2025-01-24 15:23:19.628568,100,10.0,17,3,100.0,66.7
CUST_02096,43,Male,Married,Bachelors,457,10,2345,0.64,2025-01-14 15:23:19.628568,100,20.0,12,8,25.0,12.5
CUST_02097,22,Female,Single,Masters,578,13,1399,0.4,2025-01-22 15:23:19.628568,100,15.4,14,10,20.0,60.0
CUST_02098,18,Female,Married,High School,960,17,1361,0.52,2025-01-17 15:23:19.628568,100,5.9,15,12,16.7,0.0
CUST_02099,44,Male,Single,Bachelors,481,8,3782,0.67,2025-01-23 15:23:19.628568,100,0.0,18,11,45.5,36.4
CUST_02100,39,Male,Single,High School,970,14,1261,0.42,2025-01-24 15:23:19.628568,100,7.1,16,8,62.5,62.5
CUST_02101,24,Male,Single,Bachelors,605,10,924,0.43,2025-01-20 15:23:19.628568,100,0.0,22,5,60.0,80.0
CUST_02102,24,Female,Single,High School,788,11,1095,0.37,2025-01-29 15:23:19.628568,100,27.3,20,9,33.3,33.3
CUST_02103,48,Female,Married,Masters,620,16,1893,0.48,2025-01-21 15:23:19.628568,100,0.0,21,9,11.1,88.9
CUST_02104,20,Female,Married,High School,764,10,785,0.54,2025-01-19 15:23:19.628568,100,10.0,12,11,27.3,18.2
CUST_02105,54,Male,Single,High School,846,6,1275,0.79,2025-01-21 15:23:19.628568,96,16.7,18,7,57.1,100.0
CUST_02106,24,Female,Married,PhD,677,17,2647,0.29,2025-01-22 15:23:19.628568,100,0.0,17,3,66.7,100.0
CUST_02107,42,Female,Single,Bachelors,1212,12,569,0.87,2025-01-24 15:23:19.628568,100,8.3,21,7,14.3,85.7
CUST_02108,31,Female,Single,Bachelors,515,5,554,0.54,2025-01-20 15:23:19.628568,94,60.0,13,11,18.2,9.1
CUST_02109,42,Male,Married,High School,986,16,1210,0.62,2025-01-29 15:23:19.628568,100,0.0,16,10,0.0,50.0
CUST_02110,28,Female,Single,Bachelors,400,6,2230,0.6,2025-01-26 15:23:19.628568,99,16.7,15,4,100.0,100.0
CUST_02111,33,Female,Married,High School,668,19,3609,0.67,2025-01-27 15:23:19.628568,100,5.3,20,7,57.1,28.6
CUST_02112,35,Female,Single,Masters,360,6,923,0.61,2025-01-22 15:23:19.628568,97,0.0,25,11,9.1,27.3
CUST_02113,22,Male,Married,Masters,363,5,1115,0.59,2025-01-27 15:23:19.628568,97,20.0,14,10,30.0,30.0
CUST_02114,43,Female,Single,Bachelors,1053,17,1711,0.55,2025-01-19 15:23:19.628568,100,0.0,24,5,0.0,100.0
CUST_02115,28,Male,Single,Masters,1551,10,1843,0.56,2025-01-18 15:23:19.628568,100,10.0,16,11,18.2,18.2
CUST_02116,32,Male,Single,High School,503,10,981,0.76,2025-01-28 15:23:19.628568,100,20.0,15,4,50.0,100.0
CUST_02117,23,Female,Married,Bachelors,330,10,2128,0.7,2025-01-30 15:23:19.628568,100,20.0,15,6,50.0,66.7
CUST_02118,18,Male,Single,High School,542,15,1063,0.37,2025-01-14 15:23:19.628568,100,0.0,14,9,33.3,44.4
CUST_02119,32,Female,Single,High School,371,13,1370,0.54,2025-01-11 15:23:19.628568,100,0.0,12,10,20.0,40.0
CUST_02120,63,Female,Single,Bachelors,1044,8,1069,0.61,2025-01-25 15:23:19.628568,100,0.0,27,7,0.0,57.1
CUST_02121,44,Male,Married,Masters,738,15,2018,0.45,2025-01-23 15:23:19.628568,100,6.7,12,9,44.4,22.2
CUST_02122,34,Female,Single,Bachelors,730,17,3034,0.71,2025-01-16 15:23:19.628568,100,5.9,12,10,20.0,20.0
CUST_02123,31,Female,Single,Bachelors,515,12,1410,0.58,2025-01-23 15:23:19.628568,100,8.3,4,6,33.3,50.0
CUST_02124,35,Female,Married,PhD,381,12,973,0.15,2025-01-16 15:23:19.628568,100,8.3,13,10,20.0,10.0
CUST_02125,41,Male,Single,Bachelors,925,14,3114,0.29,2025-01-23 15:23:19.628568,100,14.3,16,5,80.0,100.0
CUST_02126,20,Male,Married,Bachelors,516,18,579,0.29,2025-01-21 15:23:19.628568,100,5.6,15,7,14.3,28.6
CUST_02127,48,Male,Married,PhD,325,11,3036,0.52,2025-01-20 15:23:19.628568,100,27.3,18,11,9.1,36.4
CUST_02128,43,Female,Single,High School,1186,10,2476,0.35,2025-01-23 15:23:19.628568,100,20.0,9,13,0.0,23.1
CUST_02129,43,Female,Married,High School,1878,10,1218,0.22,2025-01-08 15:23:19.628568,98,10.0,13,8,37.5,37.5
CUST_02130,40,Male,Single,Bachelors,590,15,646,0.78,2025-01-26 15:23:19.628568,100,26.7,17,5,40.0,80.0
CUST_02131,35,Male,Married,Bachelors,652,16,816,0.66,2025-01-28 15:23:19.628568,100,12.5,18,6,0.0,66.7
